Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT
15.0,112.0,2009.0,"Sat. Dec. 5, 2009",NR,Washington,42,19,California,10,0.0
15.0,112.0,2009.0,"Sat. Dec. 5, 2009",NR,Florida International,21,NR,Florida Atlantic,28,0.0
15.0,112.0,2009.0,"Sat. Dec. 5, 2009",21,Nebraska,12,3,Texas,13,0.0
15.0,112.0,2009.0,"Sat. Dec. 5, 2009",25,Clemson,34,12,Georgia Tech,39,0.0
15.0,112.0,2009.0,"Sat. Dec. 5, 2009",NR,Connecticut,29,NR,South Florida,27,0.0
15.0,112.0,2009.0,"Sat. Dec. 5, 2009",NR,Hawaii,10,NR,Wisconsin,51,0.0
16.0,113.0,2009.0,"Sat. Dec. 12, 2009",NR,Navy,17,NR,Army,3,0.0
17.0,114.0,2009.0,"Sat. Dec. 19, 2009",NR,Wyoming,35,NR,Fresno State,28,1.0
17.0,114.0,2009.0,"Sat. Dec. 19, 2009",NR,Rutgers,45,NR,UCF,24,0.0
17.0,114.0,2009.0,"Sun. Dec. 20, 2009",NR,Middle Tennessee,42,NR,Southern Mississippi,32,0.0
17.0,114.0,2009.0,"Tues. Dec. 22, 2009",15,Brigham Young,44,16,Oregon State,20,0.0
17.0,114.0,2009.0,"Wed. Dec. 23, 2009",NR,California,27,23,Utah,37,0.0
17.0,114.0,2009.0,"Thurs. Dec. 24, 2009",NR,Southern Methodist,45,NR,Nevada,10,0.0
17.0,114.0,2009.0,"Sat. Dec. 26, 2009",NR,Marshall,21,NR,Ohio,17,0.0
17.0,114.0,2009.0,"Sat. Dec. 26, 2009",NR,North Carolina,17,17,Pittsburgh,19,0.0
17.0,114.0,2009.0,"Sat. Dec. 26, 2009",NR,Southern California,24,NR,Boston College,13,0.0
17.0,114.0,2009.0,"Sun. Dec. 27, 2009",NR,Clemson,21,NR,Kentucky,13,0.0
17.0,114.0,2009.0,"Mon. Dec. 28, 2009",NR,Georgia,44,NR,Texas A&M,20,0.0
17.0,114.0,2009.0,"Tues. Dec. 29, 2009",NR,Temple,21,NR,UCLA,30,0.0
17.0,114.0,2009.0,"Tues. Dec. 29, 2009",24,Wisconsin,20,NR,Miami ,14,0.0
17.0,114.0,2009.0,"Wed. Dec. 30, 2009",NR,Idaho,43,NR,Bowling Green,42,0.0
17.0,114.0,2009.0,"Wed. Dec. 30, 2009",20,Nebraska,33,22,Arizona,0,0.0
17.0,114.0,2009.0,"Thurs. Dec. 31, 2009",NR,Air Force,47,NR,Houston,20,0.0
17.0,114.0,2009.0,"Thurs. Dec. 31, 2009",19,Stanford,27,NR,Oklahoma,31,0.0
17.0,114.0,2009.0,"Thurs. Dec. 31, 2009",NR,Missouri,13,NR,Navy,35,0.0
17.0,114.0,2009.0,"Thurs. Dec. 31, 2009",NR,Iowa State,14,NR,Minnesota,13,0.0
17.0,114.0,2009.0,"Thurs. Dec. 31, 2009",NR,Tennessee,14,12,Virginia Tech,37,0.0
17.0,114.0,2009.0,"Fri. Jan. 1, 2010",NR,Auburn,38,NR,Northwestern,35,1.0
17.0,114.0,2009.0,"Fri. Jan. 1, 2010",13,LSU,17,11,Penn State,19,0.0
17.0,114.0,2009.0,"Fri. Jan. 1, 2010",NR,Florida State,33,18,West Virginia,21,0.0
17.0,114.0,2009.0,"Fri. Jan. 1, 2010",7,Oregon,17,8,Ohio State,26,0.0
17.0,114.0,2009.0,"Fri. Jan. 1, 2010",4,Cincinnati,24,5,Florida,51,0.0
17.0,114.0,2009.0,"Sat. Jan. 2, 2010",NR,Northern Illinois,3,NR,South Florida,27,0.0
17.0,114.0,2009.0,"Sat. Jan. 2, 2010",NR,Mississippi,21,21,Oklahoma State,7,0.0
17.0,114.0,2009.0,"Sat. Jan. 2, 2010",NR,Connecticut,20,NR,South Carolina,7,0.0
17.0,114.0,2009.0,"Sat. Jan. 2, 2010",NR,East Carolina,17,NR,Arkansas,20,1.0
17.0,114.0,2009.0,"Sat. Jan. 2, 2010",NR,Texas Tech,41,NR,Michigan State,31,0.0
17.0,114.0,2009.0,"Mon. Jan. 4, 2010",3,TCU,10,6,Boise State,17,0.0
17.0,114.0,2009.0,"Tues. Jan. 5, 2010",9,Georgia Tech,14,10,Iowa,24,0.0
17.0,114.0,2009.0,"Wed. Jan. 6, 2010",NR,Troy,41,25,Central Michigan,44,1.0
17.0,114.0,2009.0,"Thurs. Jan. 7, 2010",1,Alabama,37,2,Texas,21,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Wake Forest,53,NR,Presbyterian,13,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Ball State,27,NR,Southeast Missouri State,10,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Buffalo,31,NR,Rhode Island,0,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Central Michigan,33,NR,Hampton,0,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Kent State,41,NR,Murray State,10,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Indiana,51,NR,Towson,17,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Miami ,45,NR,Florida A&M,0,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",2,Ohio State,45,NR,Marshall,7,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Rutgers,31,NR,Norfolk State,0,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,South Carolina,41,NR,Southern Mississippi,13,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Middle Tennessee,17,NR,Minnesota,24,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Iowa State,27,NR,Northern Illinois,10,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Tulane,27,NR,Southeastern Louisiana,21,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,UAB,31,NR,Florida Atlantic,32,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Utah,27,15,Pittsburgh,24,1.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Idaho,45,NR,North Dakota,0,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Nevada,49,NR,Eastern Washington,24,0.0
1.0,115.0,2010.0,"Thurs. Sept. 2, 2010",NR,Hawaii,36,14,Southern California,49,0.0
1.0,115.0,2010.0,"Fri. Sept. 3, 2010",NR,Temple,31,NR,Villanova,24,0.0
1.0,115.0,2010.0,"Fri. Sept. 3, 2010",NR,Toledo,2,NR,Arizona,41,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",4,Florida,34,NR,Miami ,12,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",20,Florida State,59,NR,Samford,6,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Michigan State,38,NR,Western Michigan,14,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",19,Penn State,44,NR,Youngstown State,14,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",9,Iowa,37,NR,Eastern Illinois,7,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",23,Georgia,55,NR,La.-Lafayette,7,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Missouri,23,NR,Illinois,13,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Boston College,38,NR,Weber State,20,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",16,Georgia Tech,41,NR,South Carolina State,10,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Air Force,65,NR,Northwestern State,21,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Colorado State,3,NR,Colorado,24,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Clemson,35,NR,North Texas,10,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Louisville,16,NR,Kentucky,23,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Michigan,30,NR,Connecticut,10,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",25,West Virginia,31,NR,Coastal Carolina,0,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Kansas State,31,NR,UCLA,22,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Mississippi,48,NR,Jacksonville State,49,1.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Rice,17,5,Texas,34,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Notre Dame,23,NR,Purdue,12,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",11,Oregon,72,NR,New Mexico,0,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,California,52,NR,UC Davis,3,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Akron,3,NR,Syracuse,29,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,North Carolina State,48,NR,Western Carolina,7,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Tennessee,50,NR,Tennessee-Martin,0,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,UCF,38,NR,South Dakota,7,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Virginia,34,NR,Richmond,13,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Stanford,52,NR,Sacramento State,17,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Duke,41,NR,Elon,27,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Eastern Michigan,27,NR,Army,31,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Ohio,33,NR,Wofford,10,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,South Florida,59,NR,Stony Brook,14,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",1,Alabama,48,NR,San Jose State,3,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",17,Arkansas,44,NR,Tennessee Tech,3,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",22,Auburn,52,NR,Arkansas State,26,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Baylor,34,NR,Sam Houston State,3,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Kansas,3,NR,North Dakota State,6,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Mississippi State,49,NR,Memphis,7,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",8,Nebraska,49,NR,Western Kentucky,10,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",7,Oklahoma,31,NR,Utah State,24,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Oklahoma State,65,NR,Washington State,17,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Texas A&M,48,NR,Stephen F. Austin,7,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Troy,30,NR,Bowling Green,27,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Brigham Young,23,NR,Washington,17,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Grambling,6,NR,Louisiana Tech,20,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Vanderbilt,21,NR,Northwestern,23,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",6,TCU,30,24,Oregon State,21,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",18,North Carolina,24,21,LSU,30,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Houston,68,NR,Texas State-San Marcos,28,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,San Diego State,47,NR,Nicholls State,0,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Wyoming,28,NR,Southern Utah,20,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Texas-El Paso,31,NR,Arkansas-Pine Bluff,10,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Fresno State,28,NR,Cincinnati,14,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,Arizona State,54,NR,Portland State,9,0.0
1.0,115.0,2010.0,"Sat. Sept. 4, 2010",NR,UNLV,21,12,Wisconsin,41,0.0
1.0,115.0,2010.0,"Sun. Sept. 5, 2010",NR,East Carolina,51,NR,Tulsa,49,0.0
1.0,115.0,2010.0,"Sun. Sept. 5, 2010",NR,Texas Tech,35,NR,Southern Methodist,27,0.0
1.0,115.0,2010.0,"Mon. Sept. 6, 2010",NR,Maryland,17,NR,Navy,14,0.0
1.0,115.0,2010.0,"Mon. Sept. 6, 2010",10,Virginia Tech,30,3,Boise State,33,0.0
2.0,116.0,2010.0,"Thurs. Sept. 9, 2010",NR,Temple,13,NR,Central Michigan,10,1.0
2.0,116.0,2010.0,"Thurs. Sept. 9, 2010",NR,Mississippi State,14,16,Auburn,17,0.0
2.0,116.0,2010.0,"Fri. Sept. 10, 2010",NR,Marshall,21,21,West Virginia,24,1.0
2.0,116.0,2010.0,"Fri. Sept. 10, 2010",23,Houston,54,NR,Texas-El Paso,24,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Akron,37,NR,Gardner-Webb,38,1.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Army,28,NR,Hawaii,31,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Cincinnati,40,NR,Indiana State,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Connecticut,62,NR,Texas Southern,3,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,East Carolina,49,NR,Memphis,27,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Purdue,31,NR,Western Illinois,21,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",13,South Carolina,17,NR,Georgia,6,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Wake Forest,54,NR,Duke,48,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Kansas,28,NR,Georgia Tech,25,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Minnesota,38,NR,South Dakota,41,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Northwestern,37,NR,Illinois State,3,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",11,Wisconsin,27,NR,San Jose State,14,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Florida Atlantic,17,NR,Michigan State,30,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",10,Florida,38,NR,South Florida,14,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",8,Nebraska,38,NR,Idaho,17,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Pittsburgh,38,NR,New Hampshire,16,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Virginia Tech,16,NR,James Madison,21,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Miami ,28,NR,Eastern Michigan,21,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Boston College,26,NR,Kent State,13,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Clemson,58,NR,Presbyterian,21,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Louisville,23,NR,Eastern Kentucky,13,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Navy,13,NR,Georgia Southern,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",2,Ohio State,36,NR,Miami ,24,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",9,Iowa,35,NR,Iowa State,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,La.-Lafayette,31,NR,Arkansas State,24,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",7,Oklahoma,47,NR,Florida State,17,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,California,52,NR,Colorado,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Notre Dame,24,20,Michigan,28,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Air Force,35,NR,Brigham Young,14,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",14,Utah,38,NR,UNLV,10,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Maryland,62,NR,Morgan State,3,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Ball State,23,NR,Liberty,27,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Ohio,13,NR,Toledo,20,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Tennessee,13,5,Oregon,48,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",1,Alabama,24,22,Penn State,3,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",12,Arkansas,31,NR,Louisiana-Monroe,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Baylor,34,NR,Buffalo,6,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Middle Tennessee,56,NR,Austin Peay,33,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Missouri,50,NR,McNeese State,6,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,North Texas,31,NR,Rice,32,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Northern Illinois,23,NR,North Dakota,17,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Oklahoma State,41,NR,Troy,38,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Southern Mississippi,34,NR,Prairie View A&M,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",6,Texas,34,NR,Wyoming,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Texas A&M,48,NR,Louisiana Tech,16,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Tulsa,33,NR,Bowling Green,20,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Vanderbilt,3,15,LSU,27,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Washington,41,NR,Syracuse,20,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Washington State,23,NR,Montana State,22,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",4,TCU,62,NR,Tennessee Tech,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Western Michigan,49,NR,Nicholls State,14,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Kansas State,48,NR,Missouri State,24,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Kentucky,63,NR,Western Kentucky,28,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,UCF,21,NR,North Carolina State,28,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Illinois,35,NR,Southern Illinois,3,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Florida International,14,NR,Rutgers,19,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Southern Methodist,28,NR,UAB,7,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,New Mexico,17,NR,Texas Tech,52,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Utah State,38,NR,Idaho State,17,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,New Mexico State,21,NR,San Diego State,41,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Tulane,13,NR,Mississippi,27,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",24,Arizona,52,NR,The Citadel,6,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Arizona State,41,NR,Northern Arizona,20,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,Nevada,51,NR,Colorado State,6,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",NR,UCLA,0,19,Stanford,35,0.0
2.0,116.0,2010.0,"Sat. Sept. 11, 2010",18,Southern California,17,NR,Virginia,14,0.0
3.0,117.0,2010.0,"Thurs. Sept. 16, 2010",NR,North Carolina State,30,NR,Cincinnati,19,0.0
3.0,117.0,2010.0,"Fri. Sept. 17, 2010",NR,Southern Mississippi,31,NR,Kansas,16,0.0
3.0,117.0,2010.0,"Fri. Sept. 17, 2010",NR,Nevada,52,NR,California,31,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Army,24,NR,North Texas,0,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Georgia,24,10,Arkansas,31,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",21,Michigan,42,NR,Massachusetts,37,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,North Carolina,24,NR,Georgia Tech,30,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",2,Ohio State,43,NR,Ohio,7,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",23,Penn State,24,NR,Kent State,0,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Purdue,24,NR,Ball State,13,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Temple,30,NR,Connecticut,16,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",22,West Virginia,31,NR,Maryland,17,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Illinois,28,NR,Northern Illinois,22,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Kansas State,27,NR,Iowa State,20,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Mississippi,14,NR,Vanderbilt,28,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Virginia Tech,49,NR,East Carolina,27,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Duke,13,1,Alabama,62,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Florida State,34,NR,Brigham Young,10,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Miami ,31,NR,Colorado State,10,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Tennessee,17,9,Florida,31,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Minnesota,21,20,Southern California,32,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",8,Oklahoma,27,NR,Air Force,24,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Southern Methodist,35,NR,Washington State,21,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",11,Wisconsin,20,NR,Arizona State,19,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Colorado,31,NR,Hawaii,13,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Washington,21,6,Nebraska,56,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Eastern Michigan,14,NR,Central Michigan,52,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,UAB,34,NR,Troy,33,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",4,TCU,45,NR,Baylor,10,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Western Kentucky,21,NR,Indiana,38,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,South Alabama,39,NR,Nicholls State,21,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",24,Oregon State,35,NR,Louisville,28,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",5,Oregon,69,NR,Portland State,0,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Bowling Green,44,NR,Marshall,28,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Buffalo,10,NR,UCF,24,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Kentucky,47,NR,Akron,10,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",12,South Carolina,38,NR,Furman,19,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Western Michigan,24,NR,Toledo,37,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",17,Auburn,27,NR,Clemson,24,1.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Louisiana Tech,23,NR,Navy,37,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Memphis,24,NR,Middle Tennessee,17,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Missouri,27,NR,San Diego State,24,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Oklahoma State,65,NR,Tulsa,28,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Rice,13,NR,Northwestern,30,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Texas A&M,27,NR,Florida International,20,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",15,LSU,29,NR,Mississippi State,7,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Syracuse,38,NR,Maine,14,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",25,Michigan State,34,NR,Notre Dame,31,1.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Arkansas State,34,NR,Louisiana-Monroe,20,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Texas Tech,14,7,Texas,24,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Utah State,24,NR,Fresno State,41,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,San Jose State,16,NR,Southern Utah,11,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,New Mexico,14,13,Utah,56,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Wyoming,6,3,Boise State,51,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Texas-El Paso,42,NR,New Mexico State,10,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",14,Arizona,34,18,Iowa,27,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,Idaho,30,NR,UNLV,7,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",NR,UCLA,31,NR,Houston,13,0.0
3.0,117.0,2010.0,"Sat. Sept. 18, 2010",16,Stanford,68,NR,Wake Forest,24,0.0
4.0,118.0,2010.0,"Thurs. Sept. 23, 2010",NR,Pittsburgh,3,NR,Miami ,31,0.0
4.0,118.0,2010.0,"Fri. Sept. 24, 2010",NR,Southern Methodist,24,5,TCU,41,0.0
4.0,118.0,2010.0,"Sat. Sept. 25, 2010",NR,Boston College,0,NR,Virginia Tech,19,0.0
4.0,118.0,2010.0,"Sat. Sept. 25, 2010",NR,Connecticut,45,NR,Buffalo,21,0.0
4.0,118.0,2010.0,"Sat. Sept. 25, 2010",NR,Georgia Tech,28,23,North Carolina State,45,0.0
4.0,118.0,2010.0,"Sat. Sept. 25, 2010",NR,Maryland,42,NR,Florida International,28,0.0
4.0,118.0,2010.0,"Sat. Sept. 25, 2010",19,Michigan,65,NR,Bowling Green,21,0.0
