Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT,Location
,,1974,10/12/1974,,Auburn,31,,Kentucky,13,,
,,1974,10/12/1974,,Rutgers,37,,Lehigh,16,,
,,1974,10/12/1974,,Appalachian State,10,,Lenoir-Rhyne,31,,
,,1974,10/12/1974,,Louisiana-Lafayette,20,,Louisiana Tech,35,,
,,1974,10/12/1974,,North Texas,10,,Louisville,24,,
,,1974,10/12/1974,,Ohio,3,,Miami (Ohio),31,,
,,1974,10/12/1974,,Michigan,21,,Michigan State,7,,
,,1974,10/12/1974,,Indiana,34,,Minnesota,3,,
,,1974,10/12/1974,,Georgia,49,,Mississippi,0,,
,,1974,10/12/1974,,Lamar,21,,Mississippi State,37,,
,,1974,10/12/1974,,Nebraska,10,,Missouri,21,,
,,1974,10/12/1974,,Syracuse,17,,Navy,9,,
,,1974,10/12/1974,,Georgia Tech,29,,North Carolina,28,,
,,1974,10/12/1974,,Virginia,21,,North Carolina State,22,,
,,1974,10/12/1974,,Marshall,17,,Northern Illinois,20,,
,,1974,10/12/1974,,Iowa,35,,Northwestern,10,,
,,1974,10/12/1974,,Texas,13,,Oklahoma,16,,"@ Dallas, TX"
,,1974,10/12/1974,,California,40,,Oregon,10,,
,,1974,10/12/1974,,Cornell,28,,Pennsylvania,28,,
,,1974,10/12/1974,,Dartmouth,7,,Princeton,14,,
,,1974,10/12/1974,,Notre Dame,10,,Rice,3,,
,,1974,10/12/1974,,Ball State,38,,Richmond,23,,
,,1974,10/12/1974,,New Mexico,11,,San Jose State,13,,
,,1974,10/12/1974,,Washington State,7,,Southern California,54,,"@ Spokane, WA"
,,1974,10/12/1974,,Temple,59,,Southern Illinois,16,,
,,1974,10/12/1974,,Texas Christian,13,,Southern Methodist,33,,
,,1974,10/12/1974,,UCLA,13,,Stanford,13,,
,,1974,10/12/1974,,Louisiana State,20,,Tennessee,10,,
,,1974,10/12/1974,,Texas A&M,28,,Texas Tech,7,,
,,1974,10/12/1974,,Southern Mississippi,39,,Texas-Arlington,10,,"@ Jackson, MS"
,,1974,10/12/1974,,New Mexico State,14,,Texas-El Paso,13,,
,,1974,10/12/1974,,Western Michigan,24,,Toledo,31,,
,,1974,10/12/1974,,Air Force,3,,Tulane,10,,
,,1974,10/12/1974,,Tampa,47,,Villanova,8,,
,,1974,10/12/1974,,Citadel,9,,Virginia Military Institute,20,,
,,1974,10/12/1974,,South Carolina,17,,Virginia Tech,31,,
,,1974,10/12/1974,,Penn State,55,,Wake Forest,0,,
,,1974,10/12/1974,,Oregon State,23,,Washington,9,,
,,1974,10/12/1974,,Idaho,6,,West Texas A&M,21,,
,,1974,10/12/1974,,Pittsburgh,31,,West Virginia,14,,
,,1974,10/12/1974,,Tulsa,35,,Wichita State,13,,
,,1974,10/12/1974,,Boston College,31,,William & Mary,16,,
,,1974,10/12/1974,,Ohio State,52,,Wisconsin,7,,
,,1974,10/12/1974,,Tennessee-Chattanooga,43,,Wisconsin-Milwaukee,7,,
,,1974,10/12/1974,,Brigham Young,38,,Wyoming,7,,
,,1974,10/19/1974,,Tennessee,6,,Alabama,28,,
,,1974,10/19/1974,,East Carolina,21,,Appalachian State,23,,
,,1974,10/19/1974,,Texas Tech,17,,Arizona,8,,
,,1974,10/19/1974,,Texas,38,,Arkansas,7,,
,,1974,10/19/1974,,Notre Dame,48,,Army,0,,
,,1974,10/19/1974,,Pittsburgh,35,,Boston College,11,,
,,1974,10/19/1974,,Miami (Ohio),34,,Bowling Green State,10,,
,,1974,10/19/1974,,Oregon State,14,,California,17,,
,,1974,10/19/1974,,Wichita State,0,,Cincinnati,43,,
,,1974,10/19/1974,,Tulane,30,,Citadel,3,,
,,1974,10/19/1974,,Princeton,33,,Colgate,24,,
,,1974,10/19/1974,,Yale,42,,Columbia,2,,
,,1974,10/19/1974,,Harvard,39,,Cornell,27,,
,,1974,10/19/1974,,Brown,6,,Dartmouth,7,,
,,1974,10/19/1974,,Louisville,35,,Drake,38,,
,,1974,10/19/1974,,Clemson,17,,Duke,13,,
,,1974,10/19/1974,,Florida State,14,,Florida,24,,
,,1974,10/19/1974,,East Tennessee State,24,,Furman,13,,
,,1974,10/19/1974,,Auburn,31,,Georgia Tech,22,,
,,1974,10/19/1974,,Temple,56,,Holy Cross,0,,
,,1974,10/19/1974,,Ohio State,49,,Indiana,9,,
,,1974,10/19/1974,,Minnesota,23,,Iowa,17,,
,,1974,10/19/1974,,Tennessee-Chattanooga,13,,Jacksonville State,9,,
,,1974,10/19/1974,,Iowa State,23,,Kansas State,18,,
,,1974,10/19/1974,,Arkansas State,6,,Lamar,10,,
,,1974,10/19/1974,,Hawaii,28,,Long Beach State,21,,
,,1974,10/19/1974,,Kentucky,20,,Louisiana State,13,,
,,1974,10/19/1974,,Texas-Arlington,0,,McNeese State,43,,
,,1974,10/19/1974,,West Virginia,20,,Miami (Florida),21,,
,,1974,10/19/1974,,Wisconsin,20,,Michigan,24,,
,,1974,10/19/1974,,Illinois,21,,Michigan State,21,,
,,1974,10/19/1974,,Memphis,28,,Mississippi State,29,,
,,1974,10/19/1974,,Oklahoma State,31,,Missouri,7,,
,,1974,10/19/1974,,Idaho,35,,Montana,35,,
,,1974,10/19/1974,,Ohio,49,,Morehead State,10,,
,,1974,10/19/1974,,Air Force,19,,Navy,16,,
,,1974,10/19/1974,,Kansas,0,,Nebraska,56,,
,,1974,10/19/1974,,Colorado State,66,,Nevada,17,,
,,1974,10/19/1974,,Wyoming,21,,New Mexico,32,,
,,1974,10/19/1974,,North Texas,24,,New Mexico State,19,,
,,1974,10/19/1974,,North Carolina,33,,North Carolina State,14,,
,,1974,10/19/1974,,Southern Illinois,7,,Northern Illinois,17,,
,,1974,10/19/1974,,Colorado,14,,Oklahoma,49,,
,,1974,10/19/1974,,Fresno State,37,,Pacific,21,,
,,1974,10/19/1974,,Lafayette,7,,Pennsylvania,37,,
,,1974,10/19/1974,,Northwestern,26,,Purdue,31,,
,,1974,10/19/1974,,Southern Methodist,19,,Rice,14,,
,,1974,10/19/1974,,William & Mary,28,,Rutgers,15,,
,,1974,10/19/1974,,San Diego State,40,,San Jose State,14,,
,,1974,10/19/1974,,Mississippi,7,,South Carolina,10,,
,,1974,10/19/1974,,Oregon,7,,Southern California,16,,
,,1974,10/19/1974,,Penn State,30,,Syracuse,14,,
,,1974,10/19/1974,,Louisiana-Lafayette,13,,Tampa,14,,
,,1974,10/19/1974,,Texas A&M,17,,Texas Christian,0,,
,,1974,10/19/1974,,Brigham Young,45,,Texas-El Paso,21,,
,,1974,10/19/1974,,Dayton,27,,Toledo,38,,
,,1974,10/19/1974,,Arizona State,32,,Utah,0,,
,,1974,10/19/1974,,Kent,24,,Utah State,27,,
,,1974,10/19/1974,,Georgia,38,,Vanderbilt,31,,
,,1974,10/19/1974,,Houston,35,,Villanova,0,,
,,1974,10/19/1974,,Southern Mississippi,15,,Virginia Military Institute,14,,"@ Mobile, AL"
,,1974,10/19/1974,,Virginia,28,,Virginia Tech,27,,
,,1974,10/19/1974,,Maryland,47,,Wake Forest,0,,
,,1974,10/19/1974,,Stanford,34,,Washington,17,,
,,1974,10/19/1974,,UCLA,17,,Washington State,13,,
,,1974,10/19/1974,,Tulsa,17,,West Texas A&M,14,,
,,1974,10/19/1974,,Marshall,17,,Western Michigan,20,,
,,1974,10/25/1974,,Houston,27,,Cincinnati,6,,
,,1974,10/26/1974,,Rutgers,20,,Air Force,3,,
,,1974,10/26/1974,,Kent,51,,Akron,14,,
,,1974,10/26/1974,,Citadel,28,,Appalachian State,17,,
,,1974,10/26/1974,,Southern Illinois,16,,Arkansas State,41,,
,,1974,10/26/1974,,Villanova,7,,Boston College,55,,
,,1974,10/26/1974,,Arizona,13,,Brigham Young,37,,
,,1974,10/26/1974,,Columbia,38,,Bucknell,33,,
,,1974,10/26/1974,,Tennessee,29,,Clemson,28,,
,,1974,10/26/1974,,Lafayette,18,,Colgate,24,,
,,1974,10/26/1974,,Missouri,30,,Colorado,24,,
,,1974,10/26/1974,,Arkansas,43,,Colorado State,9,,"@ Little Rock, AR"
,,1974,10/26/1974,,Temple,21,,Delaware,17,,
,,1974,10/26/1974,,New Mexico State,28,,Drake,29,,
,,1974,10/26/1974,,Florida,30,,Duke,13,,
,,1974,10/26/1974,,Dayton,6,,East Carolina,34,,
,,1974,10/26/1974,,Auburn,38,,Florida State,6,,
,,1974,10/26/1974,,Fresno State,48,,Fullerton State,21,,
,,1974,10/26/1974,,Kentucky,20,,Georgia,24,,
,,1974,10/26/1974,,Dartmouth,15,,Harvard,17,,
,,1974,10/26/1974,,Nevada-Las Vegas,33,,Hawaii,8,,
,,1974,10/26/1974,,Army,13,,Holy Cross,10,,
,,1974,10/26/1974,,Montana State,36,,Idaho,21,,
,,1974,10/26/1974,,Iowa,14,,Illinois,12,,
,,1974,10/26/1974,,Northern Illinois,14,,Illinois State,24,,
,,1974,10/26/1974,,Kansas,6,,Iowa State,22,,
,,1974,10/26/1974,,Oklahoma,63,,Kansas State,0,,
,,1974,10/26/1974,,Tennessee-Chattanooga,20,,Louisiana-Lafayette,21,,
,,1974,10/26/1974,,Mississippi State,56,,Louisville,7,,
,,1974,10/26/1974,,Bowling Green State,28,,Marshall,3,,
,,1974,10/26/1974,,North Texas,0,,Memphis,41,,
,,1974,10/26/1974,,Notre Dame,38,,Miami (Florida),7,,
,,1974,10/26/1974,,Toledo,22,,Miami (Ohio),38,,
,,1974,10/26/1974,,Michigan,49,,Minnesota,0,,
,,1974,10/26/1974,,Vanderbilt,24,,Mississippi,14,,
,,1974,10/26/1974,,Arizona State,41,,New Mexico,7,,
,,1974,10/26/1974,,South Carolina,31,,North Carolina,23,,
,,1974,10/26/1974,,Maryland,20,,North Carolina State,10,,
,,1974,10/26/1974,,Western Michigan,3,,Ohio,26,,
,,1974,10/26/1974,,Northwestern,7,,Ohio State,55,,
,,1974,10/26/1974,,Nebraska,7,,Oklahoma State,3,,
,,1974,10/26/1974,,Washington,66,,Oregon,0,,
,,1974,10/26/1974,,Southern California,31,,Oregon State,10,,
,,1974,10/26/1974,,West Virginia,12,,Penn State,21,,
,,1974,10/26/1974,,Navy,11,,Pittsburgh,13,,
,,1974,10/26/1974,,Pennsylvania,20,,Princeton,18,,
,,1974,10/26/1974,,Michigan State,31,,Purdue,7,,
,,1974,10/26/1974,,Virginia Tech,41,,Richmond,7,,
,,1974,10/26/1974,,Long Beach State,17,,San Diego State,27,,
,,1974,10/26/1974,,Pacific,29,,San Jose State,27,,
,,1974,10/26/1974,,Lamar,10,,Southern Mississippi,7,,
,,1974,10/26/1974,,Washington State,18,,Stanford,20,,
,,1974,10/26/1974,,Rice,6,,Texas,27,,
,,1974,10/26/1974,,Baylor,0,,Texas A&M,20,,
,,1974,10/26/1974,,Alabama,41,,Texas Christian,3,,"@ Birmingham, AL"
,,1974,10/26/1974,,Southern Methodist,17,,Texas Tech,20,,
,,1974,10/26/1974,,Texas-Arlington,14,,Texas-El Paso,28,,
,,1974,10/26/1974,,Georgia Tech,27,,Tulane,7,,
,,1974,10/26/1974,,Tampa,21,,Tulsa,31,,
,,1974,10/26/1974,,California,3,,UCLA,28,,
,,1974,10/26/1974,,Wyoming,31,,Utah,13,,
,,1974,10/26/1974,,Wake Forest,0,,Virginia,14,,
,,1974,10/26/1974,,Utah State,21,,West Texas A&M,16,,
,,1974,10/26/1974,,Virginia Military Institute,31,,William & Mary,20,,
,,1974,10/26/1974,,Indiana,25,,Wisconsin,35,,
,,1974,10/26/1974,,Furman,21,,Wofford,10,,
,,1974,10/26/1974,,Cornell,3,,Yale,27,,
,,1974,11/1/1974,,Miami (Florida),14,,Virginia Tech,7,,
,,1974,11/2/1974,,Texas A&M,20,,Arkansas,10,,
,,1974,11/2/1974,,Florida,25,,Auburn,14,,
,,1974,11/2/1974,,Texas Christian,7,,Baylor,21,,
,,1974,11/2/1974,,Air Force,10,,Brigham Young,12,,
,,1974,11/2/1974,,Southern California,15,,California,15,,
,,1974,11/2/1974,,East Carolina,41,,Citadel,21,,
,,1974,11/2/1974,,Wake Forest,9,,Clemson,21,,
,,1974,11/2/1974,,Rutgers,7,,Connecticut,9,,
,,1974,11/2/1974,,Columbia,0,,Cornell,24,,
,,1974,11/2/1974,,Yale,14,,Dartmouth,9,,
,,1974,11/2/1974,,Central State,28,,Dayton,25,,
,,1974,11/2/1974,,Wichita State,23,,Drake,14,,
,,1974,11/2/1974,,Memphis,42,,Florida State,14,,
,,1974,11/2/1974,,Northridge State,0,,Fresno State,41,,
,,1974,11/2/1974,,Appalachian State,27,,Furman,3,,
,,1974,11/2/1974,,Duke,9,,Georgia Tech,0,,
,,1974,11/2/1974,,Boston University,14,,Holy Cross,14,,
,,1974,11/2/1974,,Georgia,24,,Houston,31,,
,,1974,11/2/1974,,Ohio State,49,,Illinois,7,,
,,1974,11/2/1974,,Purdue,38,,Iowa,14,,
,,1974,11/2/1974,,Oklahoma State,24,,Kansas,13,,
,,1974,11/2/1974,,Marshall,7,,Kent,35,,
,,1974,11/2/1974,,Tulane,7,,Kentucky,30,,
,,1974,11/2/1974,,West Texas A&M,7,,Lamar,9,,
,,1974,11/2/1974,,Arkansas State,17,,Louisiana-Monroe,14,,
,,1974,11/2/1974,,Penn State,24,,Maryland,17,,
,,1974,11/2/1974,,Colgate,42,,Massachusetts,34,,
,,1974,11/2/1974,,Indiana,7,,Michigan,21,,
,,1974,11/2/1974,,Wisconsin,21,,Michigan State,28,,
,,1974,11/2/1974,,Louisiana State,24,,Mississippi,0,,
,,1974,11/2/1974,,Alabama,35,,Mississippi State,0,,
,,1974,11/2/1974,,Kansas State,15,,Missouri,52,,
,,1974,11/2/1974,,Notre Dame,14,,Navy,6,,"@ Philadelphia, PA"
,,1974,11/2/1974,,Colorado,15,,Nebraska,31,,
,,1974,11/2/1974,,New Mexico,26,,New Mexico State,24,,
,,1974,11/2/1974,,Toledo,44,,Northern Illinois,14,,
,,1974,11/2/1974,,Minnesota,13,,Northwestern,21,,
,,1974,11/2/1974,,Bowling Green State,22,,Ohio,33,,
,,1974,11/2/1974,,Iowa State,10,,Oklahoma,28,,
,,1974,11/2/1974,,Stanford,17,,Oregon State,13,,
,,1974,11/2/1974,,Harvard,39,,Pennsylvania,0,,
,,1974,11/2/1974,,Syracuse,13,,Pittsburgh,21,,
,,1974,11/2/1974,,Brown,17,,Princeton,13,,
,,1974,11/2/1974,,North Texas,14,,San Diego State,9,,
,,1974,11/2/1974,,Utah,6,,San Jose State,24,,
,,1974,11/2/1974,,North Carolina State,42,,South Carolina,27,,
,,1974,11/2/1974,,Long Beach State,32,,Southern Illinois,7,,
,,1974,11/2/1974,,Texas,35,,Southern Methodist,15,,
,,1974,11/2/1974,,Louisiana-Lafayette,7,,Southern Mississippi,41,,
,,1974,11/2/1974,,Cincinnati,22,,Temple,20,,
,,1974,11/2/1974,,Tennessee State,17,,Tennessee-Chattanooga,0,,"@ Cookeville, TN"
,,1974,11/2/1974,,Rice,21,,Texas Tech,7,,
,,1974,11/2/1974,,Pacific,26,,Texas-Arlington,17,,
,,1974,11/2/1974,,Arizona State,27,,Texas-El Paso,31,,
,,1974,11/2/1974,,Louisville,7,,Tulsa,37,,
,,1974,11/2/1974,,Washington,31,,UCLA,9,,
,,1974,11/2/1974,,Idaho,3,,Utah State,17,,
,,1974,11/2/1974,,Army,14,,Vanderbilt,38,,
,,1974,11/2/1974,,Delaware,49,,Villanova,7,,
,,1974,11/2/1974,,North Carolina,24,,Virginia,10,,
,,1974,11/2/1974,,Richmond,17,,Virginia Military Institute,14,,
,,1974,11/2/1974,,Oregon,16,,Washington State,21,,
,,1974,11/2/1974,,Boston College,35,,West Virginia,3,,
,,1974,11/2/1974,,Hawaii,0,,Western Illinois,31,,
,,1974,11/2/1974,,Miami (Ohio),31,,Western Michigan,0,,
,,1974,11/2/1974,,Colorado State,11,,Wyoming,6,,
,,1974,11/8/1974,,Miami (Florida),14,,Florida State,21,,
,,1974,11/9/1974,,Army,17,,Air Force,16,,
,,1974,11/9/1974,,South Carolina,21,,Appalachian State,18,,
,,1974,11/9/1974,,Brigham Young,21,,Arizona State,18,,
,,1974,11/9/1974,,Bowling Green State,17,,Arkansas State,0,,
,,1974,11/9/1974,,Mississippi State,20,,Auburn,24,,"@ Jackson, MS"
,,1974,11/9/1974,,Washington,26,,California,52,,
,,1974,11/9/1974,,Western Michigan,6,,Central Michigan,42,,
,,1974,11/9/1974,,Navy,28,,Citadel,21,,
,,1974,11/9/1974,,Bucknell,21,,Colgate,34,,
,,1974,11/9/1974,,Arizona,34,,Colorado State,21,,
,,1974,11/9/1974,,Dartmouth,21,,Columbia,0,,
,,1974,11/9/1974,,Brown,16,,Cornell,8,,
,,1974,11/9/1974,,Louisville,20,,Dayton,15,,
,,1974,11/9/1974,,Richmond,28,,East Carolina,24,,
,,1974,11/9/1974,,Georgia,17,,Florida,16,,"@ Jacksonville, FL"
,,1974,11/9/1974,,Princeton,17,,Harvard,34,,
,,1974,11/9/1974,,Northwestern,24,,Indiana,22,,
,,1974,11/9/1974,,Colorado,17,,Kansas,16,,
,,1974,11/9/1974,,Miami (Ohio),19,,Kent,17,,
,,1974,11/9/1974,,Louisiana Tech,28,,Lamar,0,,
,,1974,11/9/1974,,Furman,14,,Lenoir-Rhyne,10,,
,,1974,11/9/1974,,Fresno State,24,,Long Beach State,28,,
,,1974,11/9/1974,,Alabama,30,,Louisiana State,0,,"@ Birmingham, AL"
,,1974,11/9/1974,,Texas-Arlington,21,,Louisiana-Lafayette,17,,
,,1974,11/9/1974,,Toledo,45,,Marshall,15,,
,,1974,11/9/1974,,Holy Cross,30,,Massachusetts,20,,
,,1974,11/9/1974,,Tennessee,34,,Memphis,6,,
,,1974,11/9/1974,,Illinois,6,,Michigan,14,,
,,1974,11/9/1974,,Purdue,20,,Minnesota,24,,
,,1974,11/9/1974,,Tennessee-Chattanooga,41,,Minnesota-Morris,13,,
,,1974,11/9/1974,,Oklahoma,37,,Missouri,0,,
,,1974,11/9/1974,,Iowa State,13,,Nebraska,23,,
,,1974,11/9/1974,,Utah,21,,New Mexico,10,,
,,1974,11/9/1974,,Tulsa,28,,New Mexico State,7,,
,,1974,11/9/1974,,Clemson,54,,North Carolina,32,,
,,1974,11/9/1974,,Wichita State,10,,North Texas,10,,
,,1974,11/9/1974,,Drake,34,,Northern Arizona,16,,
,,1974,11/9/1974,,Ball State,31,,Northern Illinois,21,,
,,1974,11/9/1974,,Southern Illinois,14,,Northern Michigan,9,,
,,1974,11/9/1974,,Cincinnati,35,,Ohio,13,,
,,1974,11/9/1974,,Michigan State,16,,Ohio State,13,,
,,1974,11/9/1974,,Kansas State,5,,Oklahoma State,29,,
,,1974,11/9/1974,,UCLA,21,,Oregon,0,,
,,1974,11/9/1974,,Washington State,3,,Oregon State,17,,
,,1974,11/9/1974,,San Diego State,37,,Pacific,9,,
,,1974,11/9/1974,,North Carolina State,12,,Penn State,7,,
,,1974,11/9/1974,,Arkansas,25,,Rice,6,,
,,1974,11/9/1974,,Lafayette,0,,Rutgers,35,,
,,1974,11/9/1974,,Hawaii,11,,San Jose State,32,,
,,1974,11/9/1974,,Stanford,10,,Southern California,34,,
,,1974,11/9/1974,,Utah State,3,,Southern Mississippi,7,,
,,1974,11/9/1974,,West Virginia,39,,Syracuse,11,,
,,1974,11/9/1974,,Pittsburgh,35,,Temple,24,,
,,1974,11/9/1974,,Baylor,34,,Texas,24,,
,,1974,11/9/1974,,Southern Methodist,18,,Texas A&M,14,,
,,1974,11/9/1974,,Texas Tech,28,,Texas Christian,0,,
,,1974,11/9/1974,,Boston College,27,,Tulane,3,,
,,1974,11/9/1974,,Kentucky,38,,Vanderbilt,12,,
,,1974,11/9/1974,,Maryland,41,,Villanova,0,,
,,1974,11/9/1974,,Virginia,28,,Virginia Military Institute,10,,
,,1974,11/9/1974,,William & Mary,15,,Virginia Tech,34,,
,,1974,11/9/1974,,Duke,23,,Wake Forest,7,,
,,1974,11/9/1974,,Idaho,38,,Weber State,13,,
,,1974,11/9/1974,,Tampa,6,,West Texas A&M,24,,
,,1974,11/9/1974,,Iowa,15,,Wisconsin,28,,
,,1974,11/9/1974,,Texas-El Paso,35,,Wyoming,13,,
,,1974,11/9/1974,,Pennsylvania,12,,Yale,37,,
,,1974,11/16/1974,,Miami (Florida),7,,Alabama,28,,
,,1974,11/16/1974,,Richmond,13,,Appalachian State,14,,
,,1974,11/16/1974,,Air Force,24,,Arizona,27,,
,,1974,11/16/1974,,Texas-Arlington,12,,Arkansas State,42,,
,,1974,11/16/1974,,North Carolina,56,,Army,42,,
,,1974,11/16/1974,,Rutgers,6,,Boston University,0,,
,,1974,11/16/1974,,Southern Mississippi,20,,Bowling Green State,38,,"@ Mobile, AL"
,,1974,11/16/1974,,New Mexico,3,,Brigham Young,36,,
,,1974,11/16/1974,,Harvard,7,,Brown,10,,
,,1974,11/16/1974,,Furman,0,,Citadel,24,,
,,1974,11/16/1974,,Virginia Military Institute,31,,Colgate,14,,
,,1974,11/16/1974,,Oklahoma State,20,,Colorado,37,,
,,1974,11/16/1974,,Pennsylvania,21,,Columbia,3,,
,,1974,11/16/1974,,Cornell,9,,Dartmouth,21,,
,,1974,11/16/1974,,Maryland,56,,Duke,13,,"@ Norfolk, VA"
,,1974,11/16/1974,,William & Mary,10,,East Carolina,31,,
,,1974,11/16/1974,,Kentucky,41,,Florida,24,,
,,1974,11/16/1974,,Tampa,35,,Florida A&M,10,,
,,1974,11/16/1974,,Auburn,17,,Georgia,13,,
,,1974,11/16/1974,,Villanova,6,,Holy Cross,10,,
,,1974,11/16/1974,,Northern Illinois,27,,Idaho,21,,
,,1974,11/16/1974,,Minnesota,14,,Illinois,17,,
,,1974,11/16/1974,,Missouri,10,,Iowa State,7,,
,,1974,11/16/1974,,Nebraska,35,,Kansas State,7,,
,,1974,11/16/1974,,Mississippi State,7,,Louisiana State,6,,"@ Jackson, MS"
,,1974,11/16/1974,,Tennessee-Chattanooga,14,,Louisiana Tech,35,,
,,1974,11/16/1974,,Northwestern State,10,,Louisiana-Lafayette,14,,
,,1974,11/16/1974,,Dayton,14,,Marshall,13,,
,,1974,11/16/1974,,Lamar,17,,McNeese State,3,,
,,1974,11/16/1974,,Houston,13,,Memphis,10,,
,,1974,11/16/1974,,Cincinnati,7,,Miami (Ohio),27,,
,,1974,11/16/1974,,Indiana,10,,Michigan State,19,,
,,1974,11/16/1974,,Tennessee,29,,Mississippi,17,,"@ Memphis, TN"
,,1974,11/16/1974,,Georgia Tech,22,,Navy,0,,
,,1974,11/16/1974,,San Diego State,35,,New Mexico State,14,,
,,1974,11/16/1974,,Arizona State,14,,North Carolina State,35,,
,,1974,11/16/1974,,West Texas A&M,21,,North Texas,14,,
,,1974,11/16/1974,,Penn State,35,,Ohio,16,,
,,1974,11/16/1974,,Iowa,10,,Ohio State,35,,
,,1974,11/16/1974,,Kansas,14,,Oklahoma,45,,
,,1974,11/16/1974,,Wyoming,14,,Pacific,50,,
,,1974,11/16/1974,,Notre Dame,14,,Pittsburgh,10,,
,,1974,11/16/1974,,Yale,19,,Princeton,6,,
,,1974,11/16/1974,,Michigan,51,,Purdue,0,,
,,1974,11/16/1974,,Texas A&M,37,,Rice,7,,
,,1974,11/16/1974,,Fullerton State,8,,San Jose State,49,,
,,1974,11/16/1974,,Hawaii,3,,Santa Clara,9,,
,,1974,11/16/1974,,Central Michigan,42,,Southern Illinois,0,,
,,1974,11/16/1974,,Arkansas,24,,Southern Methodist,24,,"@ Little Rock, AR"
,,1974,11/16/1974,,Oregon,0,,Stanford,17,,
,,1974,11/16/1974,,Boston College,35,,Syracuse,0,,
,,1974,11/16/1974,,West Virginia,21,,Temple,35,,
,,1974,11/16/1974,,Texas Christian,16,,Texas,81,,
,,1974,11/16/1974,,Baylor,17,,Texas Tech,10,,
,,1974,11/16/1974,,Colorado State,56,,Texas-El Paso,24,,
,,1974,11/16/1974,,Kent,35,,Toledo,14,,
,,1974,11/16/1974,,Vanderbilt,30,,Tulane,22,,
,,1974,11/16/1974,,Drake,14,,Tulsa,52,,
,,1974,11/16/1974,,Oregon State,14,,UCLA,33,,
,,1974,11/16/1974,,Utah State,34,,Utah,0,,
,,1974,11/16/1974,,Clemson,28,,Virginia,9,,
,,1974,11/16/1974,,Florida State,21,,Virginia Tech,56,,
,,1974,11/16/1974,,South Carolina,34,,Wake Forest,21,,
,,1974,11/16/1974,,Southern California,42,,Washington,11,,
,,1974,11/16/1974,,California,37,,Washington State,33,,
,,1974,11/16/1974,,Long Beach State,34,,Western Michigan,33,,
,,1974,11/16/1974,,Fresno State,24,,Wichita State,12,,
,,1974,11/16/1974,,Northwestern,7,,Wisconsin,52,,
,,1974,11/22/1974,,Louisiana-Lafayette,22,,San Jose State,25,,
,,1974,11/22/1974,,Miami (Florida),14,,Syracuse,7,,
,,1974,11/23/1974,,Notre Dame,38,,Air Force,0,,
,,1974,11/23/1974,,Texas Tech,13,,Arkansas,21,,
,,1974,11/23/1974,,Southern Methodist,14,,Baylor,31,,
,,1974,11/23/1974,,Massachusetts,8,,Boston College,70,,
,,1974,11/23/1974,,San Diego State,21,,Bowling Green State,21,,
,,1974,11/23/1974,,Columbia,19,,Brown,28,,
,,1974,11/23/1974,,Rutgers,62,,Colgate,21,,
,,1974,11/23/1974,,Kansas State,33,,Colorado,19,,
,,1974,11/23/1974,,Arizona State,26,,Colorado State,21,,
,,1974,11/23/1974,,Holy Cross,23,,Connecticut,14,,
,,1974,11/23/1974,,Princeton,41,,Cornell,20,,
,,1974,11/23/1974,,Pennsylvania,27,,Dartmouth,20,,
,,1974,11/23/1974,,Citadel,56,,Davidson,21,,
,,1974,11/23/1974,,North Carolina,14,,Duke,13,,
,,1974,11/23/1974,,Virginia Military Institute,13,,East Carolina,3,,
,,1974,11/23/1974,,Toledo,12,,Eastern Michigan,28,,
,,1974,11/23/1974,,Hawaii,21,,Fresno State,7,,
,,1974,11/23/1974,,Wake Forest,16,,Furman,10,,
,,1974,11/23/1974,,Florida State,8,,Houston,23,,
,,1974,11/23/1974,,Boise State,53,,Idaho,29,,
,,1974,11/23/1974,,Southern Illinois,16,,Illinois State,31,,
,,1974,11/23/1974,,Purdue,38,,Indiana,17,,
,,1974,11/23/1974,,Michigan State,60,,Iowa,21,,
,,1974,11/23/1974,,Oklahoma State,14,,Iowa State,12,,
,,1974,11/23/1974,,Missouri,27,,Kansas,3,,
,,1974,11/23/1974,,Tennessee,24,,Kentucky,7,,
,,1974,11/23/1974,,North Texas,19,,Long Beach State,35,,
,,1974,11/23/1974,,Ohio,35,,Marshall,0,,
,,1974,11/23/1974,,Virginia,0,,Maryland,10,,
,,1974,11/23/1974,,Arkansas State,22,,McNeese State,20,,
,,1974,11/23/1974,,Ohio State,12,,Michigan,10,,
,,1974,11/23/1974,,Wisconsin,49,,Minnesota,14,,
,,1974,11/23/1974,,Mississippi State,31,,Mississippi,13,,"@ Jackson, MS"
,,1974,11/23/1974,,Texas-El Paso,21,,New Mexico,37,,
,,1974,11/23/1974,,Illinois,28,,Northwestern,14,,
,,1974,11/23/1974,,Nebraska,14,,Oklahoma,28,,
,,1974,11/23/1974,,Oregon State,35,,Oregon,16,,
,,1974,11/23/1974,,Pittsburgh,10,,Penn State,31,,"@ Pittsburgh, PA"
,,1974,11/23/1974,,Clemson,39,,South Carolina,21,,
,,1974,11/23/1974,,UCLA,9,,Southern California,34,,
,,1974,11/23/1974,,Tampa,10,,Southern Mississippi,11,,
,,1974,11/23/1974,,California,20,,Stanford,22,,
,,1974,11/23/1974,,Cincinnati,35,,Tennessee-Chattanooga,20,,
,,1974,11/23/1974,,Rice,26,,Texas Christian,14,,
